科年年号;科年时间;科年公历;科年干支;科;名次;科名;甲第;姓名;数据库3原名;省;府;县或州;旗分;民族;民族特点;先赋身份;旗人驻防地;说明;籍1;籍2;政治身份
道光;二十七;1847;丁未;正科;106;赐同进士出身;3;阿克丹;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;055;赐进士出身;2;绵宜;;镶白;满洲;;镶白;满洲;;宗室;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十七;1847;丁未;正科;106;赐同进士出身;3;阿克丹;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;055;赐进士出身;2;绵宜;;镶白;满洲;;镶白;满洲;;宗室;;;;;旗人
同治;四;1865;乙丑;正科;096;赐进士出身;2;启秀;啓秀;正白;满洲;;正白;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;055;赐进士出身;2;绵宜;;镶白;满洲;;镶白;满洲;;宗室;;;;;旗人
同治;四;1865;乙丑;正科;096;赐进士出身;2;启秀;啓秀;正白;满洲;;正白;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;055;赐进士出身;2;绵宜;;镶白;满洲;;镶白;满洲;;宗室;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;054;赐同进士出身;3;良弼;;正白;满洲;;正白;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;054;赐同进士出身;3;良弼;;正白;满洲;;正白;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;054;赐同进士出身;3;良弼;;正白;满洲;;正白;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;054;赐同进士出身;3;良弼;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;096;赐进士出身;2;萨廉;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
光绪;九;1883;癸未;翻译科;034;翻译进士;;清锐;;镶黄;满洲;光绪九年癸未科;镶黄;满洲;;;;翻译进士;;;旗人
光绪;六;1880;庚辰;正科;025;赐进士出身;2;崇宽;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
光绪;六;1880;庚辰;正科;096;赐进士出身;2;萨廉;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
光绪;九;1883;癸未;翻译科;034;翻译进士;;清锐;;镶黄;满洲;光绪九年癸未科;镶黄;满洲;;;;翻译进士;;;旗人
光绪;六;1880;庚辰;正科;096;赐进士出身;2;萨廉;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
光绪;九;1883;癸未;翻译科;034;翻译进士;;清锐;;镶黄;满洲;光绪九年癸未科;镶黄;满洲;;;;翻译进士;;;旗人
光绪;六;1880;庚辰;正科;096;赐进士出身;2;萨廉;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
光绪;九;1883;癸未;翻译科;034;翻译进士;;清锐;;镶黄;满洲;光绪九年癸未科;镶黄;满洲;;;;翻译进士;;;旗人
光绪;六;1880;庚辰;正科;096;赐进士出身;2;萨廉;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
光绪;十二;1886;丙戌;正科;099;赐同进士出身;3;景厚;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
光绪;六;1880;庚辰;正科;096;赐进士出身;2;萨廉;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
光绪;十六;1890;庚寅;翻译科;040;翻译进士;;儒林;;镶蓝;满洲;光绪十六年庚寅恩科;镶蓝;满洲;;;;翻译进士;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;十二;1886;丙戌;正科;099;赐同进士出身;3;景厚;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
光绪;六;1880;庚辰;正科;100;赐进士出身;2;钟灵;锺灵;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
康熙;三十九;1700;庚辰;正科;087;赐同进士出身;3;瓦尔达;;镶白;满洲;;镶白;满洲;;;;;;;旗人
康熙;三十九;1700;庚辰;正科;087;赐同进士出身;3;瓦尔达;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;十;1745;乙丑;翻译科;001;翻译进士;;玉鼎柱;;镶蓝;满洲;包衣托云太佐领下;镶蓝;满洲;;宗室;;钦赐;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
同治;四;1865;乙丑;正科;001;赐进士及第;1;崇绮;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
同治;二;1863;癸亥;恩科;053;赐同进士出身;3;延茂;;正白;汉军;;正白;汉军;内务府;;;;;;旗人
同治;十三;1874;甲戍;正科;039;赐进士出身;2;赵尔巽;;正蓝;汉军;;正蓝;汉军;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;012;赐进士出身;2;呈麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;二年;1822;壬午;恩科;114;赐同进士出身;3;吉年;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;十五;1835;乙未;正科;036;赐同进士出身;3;景霖;;正白;满洲;;正白;满洲;;;;;;;旗人
光绪;二;1876;丙子;恩科;123;赐进士出身;2;廷杰;;正白;满洲;;正白;满洲;;;;;;;旗人
