季节;朝代;年;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;民族;旗分;爵位;科举
夏;光绪;十;1884;2;户部;户部侍郎;侍郎;户部侍郎;正二;;启秀;满洲;正白;;进士
夏;光绪;十;1884;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;松森;满洲;正蓝;;进士
夏;光绪;十;1884;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;满洲;镶蓝;;进士
夏;光绪;十;1884;2;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
春;光绪;十一;1885;1;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;启秀;满洲;正白;;进士
春;光绪;十一;1885;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;松森;满洲;正蓝;;进士
春;光绪;十一;1885;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;满洲;镶蓝;;进士
春;光绪;十一;1885;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
夏;光绪;十二;1886;2;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;启秀;满洲;正白;;进士
夏;光绪;十二;1886;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;松森;满洲;正蓝;;进士
夏;光绪;十二;1886;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;满洲;镶黄;;监生
夏;光绪;十二;1886;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;满洲;镶蓝;;进士
夏;光绪;十二;1886;2;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
春;光绪;十三;1887;1;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;启秀;满洲;正白;;进士
春;光绪;十三;1887;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文晖;蒙古;镶红;;荫生
春;光绪;十三;1887;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;满洲;镶黄;;监生
春;光绪;十三;1887;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;松森;满洲;正蓝;;进士
春;光绪;十三;1887;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
冬;光绪;十四;1888;4;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
冬;光绪;十四;1888;4;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文晖;蒙古;镶红;;荫生
冬;光绪;十四;1888;4;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;满洲;镶黄;;监生
冬;光绪;十四;1888;4;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
夏;光绪;十五;1889;2;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
夏;光绪;十五;1889;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;怀塔布;满洲;正蓝;;荫生
夏;光绪;十五;1889;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;满洲;镶黄;;监生
夏;光绪;十五;1889;2;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
春;光绪;十六;1890;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;怀塔布;满洲;正蓝;;荫生
春;光绪;十六;1890;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;满洲;镶黄;;监生
春;光绪;十六;1890;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
春;光绪;十八;1892;1;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
春;光绪;十八;1892;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
春;光绪;十八;1892;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
冬;光绪;十九;1893;4;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
冬;光绪;十九;1893;4;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
冬;光绪;十九;1893;4;工部;工部侍郎;侍郎;工部侍郎;正二;;凤秀;满洲;镶黄;;监生
夏;光绪;二十;1894;2;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
夏;光绪;二十;1894;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
夏;光绪;二十;1894;2;工部;工部侍郎;侍郎;工部侍郎;正二;;凤秀;满洲;镶黄;;监生
春;光绪;二十一;1895;1;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
春;光绪;二十一;1895;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
春;光绪;二十一;1895;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;寿荫;满洲;正红;;
春;光绪;二十一;1895;1;工部;工部侍郎;侍郎;工部侍郎;正二;;凤秀;满洲;镶黄;;监生
夏;光绪;二十二;1896;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
夏;光绪;二十二;1896;2;工部;工部侍郎;侍郎;工部侍郎;正二;;凤秀;满洲;镶黄;;监生
夏;光绪;二十三;1897;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
夏;光绪;二十三;1897;2;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
秋;光绪;二十四;1898;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
秋;光绪;二十四;1898;3;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
春;光绪;二十五;1899;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
春;光绪;二十五;1899;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;萨廉;满洲;镶蓝;;进士
春;光绪;二十五;1899;1;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
秋;光绪;二十六;1900;3;户部;户部侍郎;侍郎;户部侍郎;正二;;清锐;蒙古;镶黄;;翻译进士
秋;光绪;二十六;1900;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;崇宽;满洲;镶蓝;;进士
秋;光绪;二十六;1900;3;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;萨廉;满洲;镶蓝;;进士
秋;光绪;二十六;1900;3;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
冬;光绪;二十七;1901;4;户部;户部侍郎;侍郎;户部侍郎;正二;;清锐;蒙古;镶黄;;翻译进士
冬;光绪;二十七;1901;4;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;特图慎;蒙古;正白;;
冬;光绪;二十七;1901;4;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;萨廉;满洲;镶蓝;;进士
冬;光绪;二十七;1901;4;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
夏;光绪;二十八;1902;2;户部;户部侍郎;侍郎;户部侍郎;正二;;清锐;蒙古;镶黄;;翻译进士
夏;光绪;二十八;1902;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;萨廉;满洲;镶蓝;;进士
夏;光绪;二十八;1902;2;工部;工部侍郎;侍郎;赏带花翎工部侍郎;正二;;钟灵;满洲;正蓝;;进士
春;光绪;二十九;1903;1;户部;户部侍郎;侍郎;户部侍郎;正二;;清锐;蒙古;镶黄;;翻译进士
春;光绪;二十九;1903;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;萨廉;满洲;镶蓝;;进士
春;光绪;二十九;1903;1;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
夏;光绪;三十;1904;2;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;溥颋;满洲;镶红;;举人
夏;光绪;三十;1904;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;景厚;满洲;镶蓝;;进士
夏;光绪;三十;1904;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;萨廉;满洲;镶蓝;;进士
夏;光绪;三十;1904;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;儒林;满洲;镶蓝;;翻译进士
夏;光绪;三十;1904;2;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
夏;光绪;三十一;1905;2;户部;户部侍郎;侍郎;户部侍郎;正二;;廷杰;满洲;正白;;进士
夏;光绪;三十一;1905;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;景厚;满洲;镶蓝;;进士
夏;光绪;三十一;1905;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;钟灵;满洲;正蓝;;进士
夏;光绪;三十一;1905;2;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
;乾隆;十三;1748;;户部;户部侍郎;侍郎;户部侍郎;正二;;常福;满洲;镶白;;
;乾隆;十三;1748;;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;温敏;满洲;正蓝;;
;乾隆;十三;1748;;工部;工部侍郎;侍郎;工部侍郎;正二;觉罗;奉宽;满洲;正蓝;;
;乾隆;二十二;1757;;户部;户部侍郎;侍郎;户部侍郎兼管威远堡六关口事务;正二;;赫赫;满洲;正黄;;
;乾隆;二十二;1757;;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;卞塔海;满洲;镶蓝;;
;乾隆;二十二;1757;;刑部;刑部侍郎;侍郎;刑部侍郎;正二;觉罗;吴拜;满洲;正红;;
;乾隆;二十二;1757;;工部;工部侍郎;侍郎;工部侍郎;正二;觉罗;奉宽;满洲;正蓝;;
秋;乾隆;三十八;1773;3;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;瓦尔达;满洲;正黄;;进士
秋;乾隆;三十八;1773;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;觉罗;志信;满洲;正蓝;;
秋;乾隆;三十八;1773;3;工部;工部侍郎;侍郎;工部侍郎;正二;;景福;满洲;镶白;;
秋;乾隆;三十八;1773;3;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;瓦尔达;满洲;正黄;;进士
;乾隆;三十九;1774;;户部;户部侍郎;侍郎;户部侍郎;正二;;德文;满洲;正白;;进士
;乾隆;三十九;1774;;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;书敏;满洲;镶蓝;;举人
;乾隆;三十九;1774;;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;贵庆;满洲;镶白;;进士
;乾隆;三十九;1774;;工部;工部侍郎;侍郎;工部侍郎;正二;;廉善;满洲;正黄;;进士
;乾隆;四十三;1778;;工部;工部侍郎;侍郎;工部侍郎;正二;;德福;满洲;正黄;;荫生
;乾隆;四十七;1782;;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;荣柱;满洲;正白;;
;乾隆;四十七;1782;;工部;工部侍郎;侍郎;工部侍郎;正二;;德福;满洲;正黄;;荫生
秋;乾隆;五十;1785;3;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;鄂宝;满洲;镶黄;;
秋;乾隆;五十;1785;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;宜兴;满洲;镶红;;
秋;乾隆;五十;1785;3;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;荣柱;满洲;正白;;
秋;乾隆;五十;1785;3;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府府尹事务;正二;;鄂宝;满洲;镶黄;;
春;乾隆;五十一;1786;1;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹;正二;宗室;宜兴;满洲;镶红;;
春;乾隆;五十一;1786;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;荣柱;满洲;正白;;
