科年年号;科年时间;科年公历;科年干支;科;名次;科名;甲第;姓名;数据库3原名;省;府;县或州;旗分;民族;民族特点;先赋身份;旗人驻防地;说明;籍1;籍2;政治身份
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
嘉庆;七;1802;壬戌;正科;015;赐同进士出身;3;善庆;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;七;1802;壬戌;正科;015;赐同进士出身;3;善庆;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
嘉庆;七;1802;壬戌;正科;015;赐同进士出身;3;善庆;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;七;1802;壬戌;正科;015;赐同进士出身;3;善庆;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
乾隆;六十年;1795;乙卯;正科;016;赐同进士出身;3;多山;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
嘉庆;十;1805;乙丑;正科;004;赐同进士出身;3;那丹珠;;镶蓝;满洲;;镶蓝;满洲;;;;;;;旗人
嘉庆;六;1801;辛酉;恩科;097;赐进士出身;2;普保;;正黄;满洲;;正黄;满洲;;;;;;;旗人
嘉庆;六;1801;辛酉;恩科;097;赐进士出身;2;普保;;正黄;满洲;;正黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;六;1801;辛酉;恩科;097;赐进士出身;2;普保;;正黄;满洲;;正黄;满洲;;;;;;;旗人
嘉庆;六;1801;辛酉;恩科;097;赐进士出身;2;普保;;正黄;满洲;;正黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;091;赐同进士出身;3;贵庆;;镶白;满洲;;镶白;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十四;1819;己卯;恩科;068;赐进士出身;2;德春;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;039;赐同进士出身;3;文蔚;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
嘉庆;十六;1811;辛未;正科;045;赐进士出身;2;奕泽;;正红;满洲;;正红;满洲;;宗室;;;;;旗人
嘉庆;十六;1811;辛未;正科;045;赐进士出身;2;奕泽;;正红;满洲;;正红;满洲;;宗室;;;;;旗人
嘉庆;十六;1811;辛未;正科;045;赐进士出身;2;奕泽;;正红;满洲;;正红;满洲;;宗室;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
