季节;朝代;年;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;原姓名;民族;旗分;爵位;科举
冬;同治;十二;1873;4;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;宗室;奕榕;5;;满洲;镶白;;
夏;同治;十三;1874;2;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;宗室;奕榕;5;;满洲;镶白;;
夏;光绪;元;1875;2;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;宗室;奕榕;5;;满洲;镶白;;
秋;同治;六;1867;3;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;奕榕;3;;满洲;镶蓝;;
春;同治;八;1869;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;奕榕;3;;满洲;镶白;;
春;同治;九;1870;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;奕榕;3;;满洲;镶白;;
夏;道光;十六;1836;2;盛京工部;盛京工部侍郎;侍郎;工部侍郎兼奉天府府尹事务;正二;宗室;奕泽;3;奕泽龙川;满洲;正红;;
秋;道光;十六;1836;3;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;宗室;奕泽;3;奕泽龙川;满洲;正红;;
冬;道光;十六;1836;4;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;宗室;奕泽;3;奕泽龙川;满洲;正红;;
春;咸丰;六;1856;1;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;宗室;奕湘;1;;满洲;正红;;
夏;光绪;十二;1886;2;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
春;光绪;十三;1887;1;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
冬;光绪;十四;1888;4;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
夏;光绪;十五;1889;2;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
春;光绪;十六;1890;1;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
春;光绪;十八;1892;1;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
冬;光绪;十九;1893;4;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
夏;光绪;二十;1894;2;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
春;光绪;二十一;1895;1;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
夏;光绪;二十二;1896;2;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
夏;光绪;二十三;1897;2;副都统;兴京副都统;副都统;镇守兴京等处副都统;从二;宗室;奕澍;11;;满洲;正红;;
夏;道光;十六;1836;2;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;宗室;奕经;2;;满洲;镶红;;
秋;道光;十六;1836;3;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;宗室;奕经;2;;满洲;镶红;;
冬;同治;十二;1873;4;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;宗室;奕艾;3;奕文;满洲;镶蓝;;
夏;同治;十三;1874;2;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;宗室;奕艾;3;奕文;满洲;镶蓝;;
夏;光绪;一;1875;2;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;宗室;奕艾;3;奕文;满洲;镶蓝;;
秋;乾隆;五十;1785;3;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;安临;3;;蒙古;正白;;
春;乾隆;五十一;1786;1;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;安临;3;;蒙古;正白;;
春;乾隆;五十三;1788;1;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;安临;3;;蒙古;正白;;
夏;同治;四;1865;2;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;;安住;1;;蒙古;正白;;
春;同治;五;1866;1;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶蓝;;
秋;同治;六;1867;3;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶蓝;;
春;同治;八;1869;1;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶蓝;;
春;同治;九;1870;1;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶黄;;
春;同治;十;1871;1;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶红;;
夏;同治;十一;1872;2;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶红;;
冬;同治;十二;1873;4;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶红;;
夏;同治;十三;1874;2;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;镶红;;
夏;光绪;一;1875;2;副都统;熊岳副都统;副都统;镇守金州等处副都统兼管奉天水师营事务驻劄金州;从二;;安图;9;;满洲;正红;;
春;同治;五;1866;1;副都统;吉林副都统;副都统;镇守吉林等处地方副都统;从二;;安柱;1;;满洲;正黄;;
秋;道光;六;1826;3;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;;安福;1;;满洲;镶蓝;;
秋;乾隆;五十;1785;3;副都统;齐齐哈尔副都统;副都统;镇守齐齐哈尔等处副都统;从二;;官褔;1;;满洲;镶白;;
春;光绪;七;1881;1;将军衙门;黑龙江将军;将军;镇守黑龙江等处地方将军;从一;;定安;1;;满洲;正黄;;
春;咸丰;六;1856;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;定福;1;;满洲;镶黄;;
春;乾隆;五十三;1788;1;户部;奉天府府尹;侍郎;户部侍郎奉天府府尹;正二;宗室;宜兴;3;;满洲;镶红;;
春;乾隆;五十三;1788;1;奉天府;奉天府府尹;侍郎;盛京户部侍郎奉天府府尹事务;正二;宗室;宜兴;3;;满洲;镶红;;
春;乾隆;五十一;1786;1;户部;奉天府府尹;侍郎;户部侍郎奉天府府尹;正二;宗室;宜兴;3;;满洲;镶红;;
春;嘉庆;十一;1806;1;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;宜兴;2;;满洲;镶红;;
夏;嘉庆;十一;1806;2;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;宗室;宜兴;2;;满洲;镶红;;
秋;乾隆;五十;1785;3;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;宗室;宜兴;1;;满洲;镶红;;
夏;道光;十三;1833;2;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;觉罗;宝兴;5;;满洲;镶黄;;
春;道光;十四;1834;1;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;觉罗;宝兴;5;;满洲;镶黄;;
夏;道光;十四;1834;2;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;觉罗;宝兴;5;;满洲;镶黄;;
冬;道光;十六;1836;4;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;觉罗;宝兴;5;;满洲;镶黄;;
秋;道光;十七;1837;3;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;觉罗;宝兴;5;;满洲;镶黄;;
夏;同治;四;1865;2;副都统;齐齐哈尔副都统;副都统;镇守齐齐哈尔等处副都统;从二;;宝善;2;;满洲;正黄;;
春;同治;五;1866;1;副都统;齐齐哈尔副都统;副都统;镇守齐齐哈尔等处副都统;从二;;宝善;2;;汉军;镶黄;;
秋;咸丰;十;1860;3;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;;宝山;1;;满洲;正黄;;
春;光绪;七;1881;1;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;宗室;宝森;1;;满洲;镶蓝;;
冬;光绪;八;1882;4;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;4;;满洲;镶蓝;;进士
夏;光绪;十;1884;2;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;4;;满洲;镶蓝;;进士
春;光绪;十一;1885;1;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;4;;满洲;镶蓝;;进士
夏;光绪;十二;1886;2;盛京刑部;盛京刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;4;;满洲;镶蓝;;进士
冬;嘉庆;二;1797;4;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;宝源;2;;满洲;镶黄;;举人
秋;嘉庆;三;1798;3;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;;宝源;2;;满洲;镶黄;;举人
夏;同治;四;1865;2;户部;奉天府府尹;侍郎;户部侍郎奉天府府尹事务;正二;;宝珣;2;;满洲;镶黄;;
夏;同治;四;1865;2;奉天府;奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;宝珣;2;;满洲;镶黄;;
冬;光绪;八;1882;4;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;容山;5;;满洲;正黄;;？生
夏;光绪;十;1884;2;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;容山;5;;满洲;正黄;;
春;光绪;十一;1885;1;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;容山;5;;满洲;正黄;;
夏;光绪;十二;1886;2;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;容山;5;;满洲;正黄;;
春;光绪;十三;1887;1;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;容山;5;;满洲;正黄;;
冬;嘉庆;二十一;1816;4;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富俊;6;;蒙古;正黄;;进士
春;嘉庆;二十二;1817;1;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富俊;6;;蒙古;正黄;;
夏;嘉庆;二十五;1820;2;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富俊;6;;蒙古;正黄;;进士
夏;道光;四;1824;2;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富俊;6;;蒙古;正黄;;进士
秋;道光;六;1826;3;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富俊;6;;蒙古;正黄;;进士
春;道光;七;1827;1;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富俊;6;;蒙古;正黄;太子太保;进士
秋;嘉庆;十七;1812;3;奉天府;奉天府府尹;侍郎;盛京户部侍郎奉天府府尹事务;正二;;富俊;1;;蒙古;正黄;;进士
春;嘉庆;十一;1806;1;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;;富俊;3;;蒙古;正黄;;进士
夏;嘉庆;十一;1806;2;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;;富俊;3;;蒙古;正黄;;进士
冬;嘉庆;二十二;1817;4;将军衙门;盛京将军;将军;镇守盛京地方统领满兵将军;从一;;富俊;3;;蒙古;正黄;;
春;嘉庆;十一;1806;1;副都统;熊岳副都统;副都统;镇守熊岳等处副都统;从二;;富僧德;2;;满洲;旗人;;
夏;嘉庆;十一;1806;2;副都统;熊岳副都统;副都统;镇守熊岳等处副都统;从二;;富僧德;2;;满洲;旗人;;
夏;嘉庆;二十五;1820;2;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;;富僧德;1;;满洲;镶黄;;
秋;嘉庆;十七;1812;3;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;富僧德;1;;满洲;正蓝;;
冬;道光;十;1830;4;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;富僧德;3;富善德;满洲;正白;;
夏;道光;十三;1833;2;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;富僧德;3;富善德;满洲;正白;;
夏;道光;十四;1834;2;将军衙门;黑龙江将军;将军;镇守黑龙江等处将军;从一;;富僧德;3;富善德;满洲;正白;;
秋;乾隆;三十八;1773;3;副都统;吉林副都统;副都统;镇守吉临地方副都统;从二;;富僧格;1;福僧额;满洲;正黄;;
秋;乾隆;四十二;1777;3;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;宗室;富僧格;1;福僧额;满洲;正黄;;
冬;道光;十;1830;4;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富克精额;1;福克精阿;满洲;正白;;
秋;道光;十七;1837;3;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;富勒洪额;1;富勒洪阿;满洲;正白;;
夏;同治;四;1865;2;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;富呢扬阿;2;;满洲;镶红;;
春;同治;五;1866;1;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;富呢扬阿;2;;满洲;镶红;;
冬;道光;十;1830;4;奉天府;奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;富呢扬阿;2;;满洲;镶红;;举人
秋;道光;十七;1837;3;奉天府;奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;富呢扬阿;2;;满洲;镶红;;举人
冬;道光;十;1830;4;盛京工部;盛京工部侍郎;侍郎;工部侍郎;正二;;富呢扬阿;1;;满洲;镶红;;举人
秋;咸丰;七;1857;3;户部;奉天府府尹;侍郎;户部侍郎奉天府府尹事务;正二;;富呢雅杭阿;2;富呢杭雅阿;蒙古;镶红;;进士
秋;咸丰;七;1857;3;奉天府;奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;富呢雅杭阿;2;;蒙古;镶红;;
春;咸丰;六;1856;1;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;;富呢雅杭阿;1;富呢雍杭阿;蒙古;镶红;;
冬;咸丰;二;1852;4;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;;富呢雅杭阿;2;富呢英南阿;蒙古;镶红;;进士
夏;咸丰;三;1853;2;副都统;盛京副都统;副都统;镇守盛京等处副都统;从二;;富呢雅杭阿;2;富呢英南阿;蒙古;镶红;;进士
秋;光绪;四;1878;3;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;正白;;
春;光绪;七;1881;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
冬;光绪;八;1882;4;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
夏;光绪;十;1884;2;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
春;光绪;十一;1885;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
夏;光绪;十二;1886;2;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
春;光绪;十三;1887;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
冬;光绪;十四;1888;4;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
夏;光绪;十五;1889;2;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
春;光绪;十六;1890;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
春;光绪;十八;1892;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
冬;光绪;十九;1893;4;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
夏;光绪;二十;1894;2;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
春;光绪;二十一;1895;1;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
夏;光绪;二十二;1896;2;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;富和;15;;满洲;镶白;;
春;咸丰;四;1854;1;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;富寿;1;;蒙古;镶红;;
夏;光绪;二十二;1896;2;副都统;吉林副都统;副都统;镇守吉林地方副都统;从二;;富尔丹;1;;满洲;正红;;
冬;光绪;十四;1888;4;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;富尔丹;7;;满洲;正红;;
夏;光绪;十五;1889;2;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;富尔丹;7;;满洲;正红;;
春;光绪;十六;1890;1;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;富尔丹;7;;满洲;正红;;
春;光绪;十八;1892;1;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;富尔丹;7;;满洲;正红;;
冬;光绪;十九;1893;4;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;富尔丹;7;;满洲;正红;;
夏;光绪;二十;1894;2;副都统;宁古塔副都统;副都统;花翎镇守宁古塔地方副都统;从二;;富尔丹;7;;满洲;正红;;
春;光绪;二十一;1895;1;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;富尔丹;7;;满洲;正红;;
秋;嘉庆;三;1798;3;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;富尼善;1;;满洲;正白;;
秋;同治;六;1867;3;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富明阿;3;;汉军;正白;;
春;同治;八;1869;1;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富明阿;3;;汉军;正白;;
春;同治;九;1870;1;将军衙门;吉林将军;将军;镇守吉林乌喇等处将军;从一;;富明阿;3;;汉军;正白;;
冬;咸丰;八;1858;4;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;富明阿;2;;满洲;镶黄;;
夏;咸丰;九;1859;2;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;富明阿;2;;满洲;镶黄;;
春;咸丰;六;1856;1;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;富春;2;;蒙古;镶红;;
秋;咸丰;七;1857;3;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;富春;2;;蒙古;正黄;;
春;道光;二十二;1842;1;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;富春;2;;蒙古;正黄;协领;
夏;道光;二十五;1845;2;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;富春;2;;蒙古;镶红;;
春;道光;七;1827;1;副都统;熊岳副都统;副都统;镇守熊岳等处副都统;从二;;富永;3;;满洲;镶蓝;;
夏;道光;四;1824;2;副都统;熊岳副都统;副都统;镇守熊岳等处副都统;从二;;富永;3;;满洲;镶蓝;;
秋;道光;六;1826;3;副都统;熊岳副都统;副都统;镇守熊岳等处副都统;从二;;富永;3;;满洲;镶蓝;;
夏;嘉庆;二十五;1820;2;副都统;吉林副都统;副都统;镇守吉林地方副都统;从二;;富登阿;1;富登额;满洲;正白;;
春;嘉庆;一;1796;1;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;宗室;富色铿额;3;福色铎额;满洲;正红;;
冬;嘉庆;二;1797;4;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;宗室;富色铿额;3;福色铎额;满洲;正红;;
秋;嘉庆;三;1798;3;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;宗室;富色铿额;3;福色铎额;满洲;正红;;
春;光绪;七;1881;1;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;;富陞;3;;满洲;正红;;
冬;光绪;八;1882;4;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;;富陞;3;;满洲;正红;;
夏;光绪;十;1884;2;副都统;盛京副都统;副都统;镇守盛京等处地方副都统;从二;;富陞;3;;满洲;正红;;
春;咸丰;六;1856;1;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;富隆额;5;;汉军;正黄;;
秋;咸丰;七;1857;3;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;富隆额;5;;满洲;正白;;
冬;咸丰;八;1858;4;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;富隆额;5;;满洲;正白;;
夏;咸丰;九;1859;2;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;富隆额;5;;满洲;正白;;
秋;咸丰;十;1860;3;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;富隆额;5;;满洲;正黄;;
夏;光绪;三十;1904;2;将军衙门;吉林将军;将军;镇守吉林乌喇等处地方将军;从一;;富顺;2;;满洲;镶红;;
夏;光绪;三十一;1905;2;将军衙门;吉林将军;将军;镇守吉林乌喇等处地方将军;从一;;富顺;2;;满洲;镶红;;
夏;光绪;二十;1894;2;副都统;三姓副都统;副都统;镇守三姓地方副都统;从二;;富魁;1;;汉军;镶黄;;
春;光绪;二十五;1899;1;副都统;黑龙江副都统;副都统;镇守黑龙江等处副都统;从二;;寿山;1;;汉军;正白;;荫生
春;光绪;二十一;1895;1;盛京兵部;盛京兵部侍郎;侍郎;兵部侍郎;正二;宗室;寿荫;1;;满洲;正红;;
夏;光绪;二十二;1896;2;副都统;熊岳副都统;副都统;镇守金州等处副都统;从二;;寿长;2;;满洲;正白;;
夏;光绪;二十三;1897;2;副都统;熊岳副都统;副都统;镇守金州等处副都统;从二;;寿长;2;;满洲;正白;;
秋;光绪;四;1878;3;奉天府;奉天府府尹;将军;盛京将军奉天府府尹事务;从一;宗室;岐元;3;;满洲;正红;;
秋;光绪;五;1879;3;将军衙门;奉天府府尹;将军;盛京将军奉天府府尹事务;从一;宗室;岐元;3;;满洲;正红;;
春;光绪;七;1881;1;奉天府;奉天府府尹;将军;盛京将军奉天府府尹事务;从一;宗室;岐元;3;;满洲;正红;;
冬;光绪;二;1876;4;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;岐元;5;;满洲;正红;;
冬;光绪;三;1877;4;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;岐元;5;;满洲;正红;;
秋;光绪;四;1878;3;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;岐元;5;;满洲;正红;;
冬;光绪;四;1878;4;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;岐元;5;;满洲;正红;;
秋;光绪;五;1879;3;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;宗室;岐元;5;;满洲;正红;;
夏;光绪;十二;1886;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
春;光绪;十三;1887;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
冬;光绪;十四;1888;4;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
夏;光绪;十五;1889;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
春;光绪;十六;1890;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
春;光绪;十八;1892;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
冬;光绪;十九;1893;4;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
夏;光绪;二十;1894;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
春;光绪;二十一;1895;1;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
夏;光绪;二十二;1896;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
夏;光绪;二十三;1897;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
秋;光绪;二十四;1898;3;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;宗室;崇善;12;;满洲;镶红;;
秋;光绪;二十六;1900;3;盛京礼部;盛京礼部侍郎;侍郎;礼部侍郎;正二;宗室;崇宽;1;;满洲;镶蓝;;进士
夏;嘉庆;二十五;1820;2;副都统;锦州副都统;副都统;镇守锦州等处地方副都统兼管庄粮捕牲驿站大凌河牧群总管事务;从二;;崇明;1;;满洲;正蓝;;
夏;同治;十三;1874;2;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;崇欢;2;;蒙古;正红;;
夏;光绪;一;1875;2;副都统;阿勒楚喀副都统;副都统;镇守阿勒楚喀地方副都统;从二;;崇欢;2;;蒙古;正红;;
冬;光绪;八;1882;4;奉天府;奉天府府尹;将军;盛京将军奉天府府尹事务;从一;;崇绮;1;宗绮;满洲;镶黄;;进士
春;光绪;二十五;1899;1;副都统;伯都讷副都统;副都统;镇守伯都讷地方副都统;从二;;嵩崑;2;;满洲;镶红;;监生
秋;光绪;二十六;1900;3;副都统;伯都讷副都统;副都统;镇守伯都讷地方副都统;从二;;嵩崑;2;;满洲;镶红;;监生
夏;道光;十三;1833;2;盛京户部;盛京户部侍郎;侍郎;户部侍郎;正二;;嵩惠;1;;满洲;镶蓝;;监生
冬;道光;十;1830;4;副都统;熊岳副都统;副都统;镇守熊岳等处副都统;从二;;左廷桐;1;;汉军;正黄;;
冬;咸丰;二;1852;4;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;巴东阿;2;;满洲;正黄;;
夏;咸丰;三;1853;2;副都统;宁古塔副都统;副都统;镇守宁古塔地方副都统;从二;;巴东阿;2;;满洲;正黄;;
春;嘉庆;二十二;1817;1;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;巴凌阿;2;;满洲;镶蓝;;
冬;嘉庆;二十二;1817;4;副都统;墨尔根副都统;副都统;镇守墨尔根副都统;从二;;巴凌阿;2;;满洲;镶蓝;;
夏;道光;十九;1839;2;副都统;伯都讷副都统;副都统;镇守伯都讷等处地方副都统;从二;;巴雅尔;2;;满洲;镶白;;
